fasta ; 30.216857910156250000, 29.127380371093750000, 0.030029296875000000, 0.739990234375000000,  1054.54 
fasta ; 30.608886718750000000, 29.216735839843750000, 0.125366210937500000, 0.998901367187500000,  1083.71 
fasta ; 29.366088867187500000, 28.259643554687500000, 0.027282714843750000, 0.617492675781250000,  1061.73 
fasta ; 29.010620117187500000, 27.956359863281250000, 0.000000000000000000, 0.558776855468750000,  1079.1 
fasta ; 30.153991699218750000, 28.942077636718750000, 0.000000000000000000, 0.574768066406250000,  1078.02 
fasta ; 28.705261230468750000, 27.567810058593750000, 0.000000000000000000, 0.563537597656250000,  1065.18 
fasta ; 28.987915039062500000, 28.040344238281250000, 0.000000000000000000, 0.555725097656250000,  1063.27 
fasta ; 29.536254882812500000, 28.406555175781250000, 0.024047851562500000, 0.655578613281250000,  1069.3 
fasta ; 29.274719238281250000, 28.210510253906250000, 0.000000000000000000, 0.574951171875000000,  1075.56 
fasta ; 30.666564941406250000, 29.109619140625000000, 0.079345703125000000, 1.143127441406250000,  1103.19 
fannkuch-redux ; 284.911376953125000000, 271.917602539062500000, 0.470214843750000000, 5.430053710937500000,  9851.03 
fannkuch-redux ; 244.683288574218750000, 234.512390136718750000, 0.021545410156250000, 3.898620605468750000,  8487.48 
fannkuch-redux ; 280.654663085937500000, 269.802856445312500000, 0.014343261718750000, 4.518798828125000000,  9741.21 
fannkuch-redux ; 251.039184570312500000, 240.789184570312500000, 0.381225585937500000, 4.917968750000000000,  9045.92 
fannkuch-redux ; 7.691711425781250000, 7.152221679687500000, 0.031555175781250000, 0.275634765625000000,  314.494 
fannkuch-redux ; 230.580932617187500000, 220.139892578125000000, 0.583312988281250000, 4.698791503906250000,  9352.5 
fannkuch-redux ; 261.111877441406250000, 248.774047851562500000, 0.749938964843750000, 5.278930664062500000,  10482 
fannkuch-redux ; 229.929260253906250000, 219.627441406250000000, 0.612792968750000000, 4.677307128906250000,  9248.9 
fannkuch-redux ; 275.197326660156250000, 260.866455078125000000, 0.751220703125000000, 5.912841796875000000,  11004.7 
fannkuch-redux ; 230.510131835937500000, 219.955078125000000000, 0.606872558593750000, 4.665527343750000000,  9255.8 
