reverse-complement ; 35.571166992187500000, 31.938049316406250000,  ,  ,  1523.59 
fasta ; 100.273376464843750000, 91.357360839843750000,  ,  ,  4437.71 
fasta ; 109.975708007812500000, 97.930725097656250000,  ,  ,  4717.34 
fasta ; 88.282470703125000000, 79.073181152343750000,  ,  ,  4441.67 
fasta ; 103.631896972656250000, 92.481994628906250000,  ,  ,  4562.99 
fasta ; 90.623229980468750000, 79.957214355468750000,  ,  ,  4400.86 
fasta ; 91.068908691406250000, 81.275573730468750000,  ,  ,  4518.76 
fasta ; 88.136718750000000000, 79.716064453125000000,  ,  ,  4255.86 
fasta ; 93.847717285156250000, 83.761779785156250000,  ,  ,  4377.99 
fasta ; 86.246032714843750000, 78.046813964843750000,  ,  ,  4285.63 
fasta ; 82.341552734375000000, 74.941894531250000000,  ,  ,  4320.58 
fannkuch-redux ; 349.286254882812500000, 317.199340820312500000,  ,  ,  12246.6 
fannkuch-redux ; 331.700683593750000000, 307.746032714843750000,  ,  ,  11675.7 
fannkuch-redux ; 335.626220703125000000, 307.033081054687500000,  ,  ,  11974.3 
fannkuch-redux ; 350.235107421875000000, 316.390869140625000000,  ,  ,  14096.2 
fannkuch-redux ; 321.281921386718750000, 288.686645507812500000,  ,  ,  12946.8 
fannkuch-redux ; 304.837341308593750000, 278.273254394531250000,  ,  ,  12240.8 
fannkuch-redux ; 310.815551757812500000, 280.419494628906250000,  ,  ,  12446.8 
fannkuch-redux ; 319.430480957031250000, 285.837219238281250000,  ,  ,  12815.4 
fannkuch-redux ; 331.778808593750000000, 297.929138183593750000,  ,  ,  13286.6 
fannkuch-redux ; 334.138366699218750000, 300.500732421875000000,  ,  ,  13344.2 
regex-redux ; 272.397094726562500000, 243.533874511718750000,  ,  ,  15019.7 
regex-redux ; 299.078125000000000000, 264.438049316406250000,  ,  ,  15361.5 
regex-redux ; 311.066345214843750000, 275.640075683593750000,  ,  ,  15074.6 
regex-redux ; 307.756347656250000000, 273.262329101562500000,  ,  ,  15630.3 
regex-redux ; 282.559936523437500000, 249.656372070312500000,  ,  ,  15171.8 
regex-redux ; 296.046813964843750000, 262.104187011718750000,  ,  ,  15100.8 
regex-redux ; 300.830749511718750000, 265.754211425781250000,  ,  ,  14716.4 
regex-redux ; 279.728088378906250000, 248.026550292968750000,  ,  ,  14561.4 
regex-redux ; 293.440856933593750000, 260.277343750000000000,  ,  ,  14731.9 
regex-redux ; 301.282592773437500000, 265.850219726562500000,  ,  ,  15216.5 
spectral-norm ; 82.811767578125000000, 76.326904296875000000,  ,  ,  2924.28 
spectral-norm ; 45.113159179687500000, 41.259338378906250000,  ,  ,  1682.92 
spectral-norm ; 40.354125976562500000, 36.682128906250000000,  ,  ,  1557.79 
spectral-norm ; 45.248596191406250000, 41.142028808593750000,  ,  ,  1734.48 
spectral-norm ; 43.201477050781250000, 39.349487304687500000,  ,  ,  1625.03 
spectral-norm ; 42.964782714843750000, 39.159973144531250000,  ,  ,  1664.92 
spectral-norm ; 41.391052246093750000, 37.349365234375000000,  ,  ,  1577.94 
spectral-norm ; 77.323730468750000000, 70.835266113281250000,  ,  ,  2822.39 
spectral-norm ; 46.399963378906250000, 42.120605468750000000,  ,  ,  1760.11 
spectral-norm ; 77.696594238281250000, 71.134521484375000000,  ,  ,  2818.6 
mandelbrot ; 126.692199707031250000, 116.616149902343750000,  ,  ,  4475.52 
mandelbrot ; 126.582458496093750000, 115.941894531250000000,  ,  ,  4609.11 
mandelbrot ; 127.779663085937500000, 117.426025390625000000,  ,  ,  4574.02 
mandelbrot ; 126.726806640625000000, 116.245422363281250000,  ,  ,  4608.09 
mandelbrot ; 125.037841796875000000, 114.390441894531250000,  ,  ,  4660.94 
mandelbrot ; 122.807434082031250000, 111.267089843750000000,  ,  ,  4707.86 
mandelbrot ; 123.768371582031250000, 112.650939941406250000,  ,  ,  4749.38 
mandelbrot ; 119.236450195312500000, 108.778869628906250000,  ,  ,  4615.26 
mandelbrot ; 147.451232910156250000, 131.457519531250000000,  ,  ,  5524.56 
mandelbrot ; 119.522705078125000000, 109.053222656250000000,  ,  ,  4868.19 
binary-trees ; 68.843261718750000000, 62.475524902343750000,  ,  ,  2563.39 
binary-trees ; 79.348937988281250000, 70.781372070312500000,  ,  ,  2961.46 
binary-trees ; 70.920288085937500000, 63.195373535156250000,  ,  ,  2742.85 
binary-trees ; 72.857177734375000000, 64.501220703125000000,  ,  ,  2730.77 
binary-trees ; 97.775451660156250000, 86.297363281250000000,  ,  ,  3491.78 
binary-trees ; 95.250305175781250000, 84.708801269531250000,  ,  ,  3519.23 
binary-trees ; 69.690917968750000000, 63.157653808593750000,  ,  ,  2755.99 
binary-trees ; 60.933776855468750000, 54.994445800781250000,  ,  ,  2428.2 
binary-trees ; 57.819824218750000000, 51.938537597656250000,  ,  ,  2459.59 
binary-trees ; 64.116455078125000000, 58.252868652343750000,  ,  ,  2546.04 
